64,48,/Users/Pinetum/Downloads/2015-08-26-03-37-11/00319831/460nm_00319831_1.bmp
87,81,/Users/Pinetum/Downloads/2015-08-26-03-37-11/00319831/460nm_00319831_2.bmp
117,72,/Users/Pinetum/Downloads/2015-08-26-03-37-11/00356826/460nm_00356826_1.bmp
120,99,/Users/Pinetum/Downloads/2015-08-26-03-37-11/00356826/460nm_00356826_2.bmp
113,94,/Users/Pinetum/Downloads/2015-08-26-03-37-11/00356826/460nm_00356826_3.bmp
91,126,/Users/Pinetum/Downloads/2015-08-26-03-37-11/05770974/460nm_05770974_1.bmp
149,160,/Users/Pinetum/Downloads/2015-08-26-03-37-11/05770974/460nm_05770974_2.bmp
135,94,/Users/Pinetum/Downloads/2015-08-26-03-37-11/05770974/460nm_05770974_3.bmp
95,100,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_1.bmp
111,129,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_2.bmp
113,106,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_3.bmp
87,80,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_4.bmp
70,74,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_5.bmp
149,123,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_6.bmp
113,137,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_7.bmp
120,118,/Users/Pinetum/Downloads/2015-08-26-03-37-11/06989340/460nm_06989340_8.bmp
142,99,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07239056/460nm_07239056_1.bmp
86,59,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07239056/460nm_07239056_2.bmp
133,127,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07523506/460nm_07523506_1.bmp
84,100,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07523506/460nm_07523506_2.bmp
92,96,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07523506/460nm_07523506_3.bmp
106,95,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07523506/460nm_07523506_4.bmp
104,73,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07523506/460nm_07523506_5.bmp
85,102,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07713235/460nm_07713235_1.bmp
134,136,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07713235/460nm_07713235_2.bmp
127,108,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07713235/460nm_07713235_3.bmp
99,88,/Users/Pinetum/Downloads/2015-08-26-03-37-11/07713235/460nm_07713235_4.bmp
74,48,/Users/Pinetum/Downloads/2015-08-26-03-37-11/10261562/460nm_10261562_1.bmp
97,64,/Users/Pinetum/Downloads/2015-08-26-03-37-11/10261562/460nm_10261562_2.bmp
112,128,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_1.bmp
116,134,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_2.bmp
95,118,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_3.bmp
127,88,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_4.bmp
92,69,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_5.bmp
121,135,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_6.bmp
93,92,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_7.bmp
130,91,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_8.bmp
102,75,/Users/Pinetum/Downloads/2015-08-26-03-37-11/11425386/460nm_11425386_9.bmp
75,70,/Users/Pinetum/Downloads/2015-08-26-03-37-11/12870552/460nm_12870552_1.bmp
103,122,/Users/Pinetum/Downloads/2015-08-26-03-37-11/12870552/460nm_12870552_2.bmp
121,76,/Users/Pinetum/Downloads/2015-08-26-03-37-11/12870552/460nm_12870552_3.bmp
121,75,/Users/Pinetum/Downloads/2015-08-26-03-37-11/12870552/460nm_12870552_4.bmp
94,66,/Users/Pinetum/Downloads/2015-08-26-03-37-11/12870552/460nm_12870552_5.bmp
96,77,/Users/Pinetum/Downloads/2015-08-26-03-37-11/12870552/460nm_12870552_6.bmp
74,74,/Users/Pinetum/Downloads/2015-08-26-03-37-11/15472208/460nm_15472208_4.bmp
107,107,/Users/Pinetum/Downloads/2015-08-26-03-37-11/16207777/460nm_16207777_2.bmp
103,102,/Users/Pinetum/Downloads/2015-08-26-03-37-11/16237284/460nm_16237284_1.bmp
90,115,/Users/Pinetum/Downloads/2015-08-26-03-37-11/16348965/460nm_16348965_1.bmp
97,109,/Users/Pinetum/Downloads/2015-08-26-03-37-11/16365608/460nm_16365608_2.bmp
